Price,Close,High,Low,Open,Volume,SMA,EMA,Daily Return,Volatility
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
Date,,,,,,,,,
2023-04-06,163.01605224609375,163.3130600930005,160.38260583340545,160.8083054990294,45390100,157.07939529418945,157.95496730582775,0.005496081702968336,0.010891678930205316
2023-04-10,160.4122772216797,160.4122772216797,158.48174921205518,159.80836691031573,47716900,157.74914016723633,158.18899682162316,-0.015972506931301034,0.011086294613553102
2023-04-11,159.19454956054688,160.73897184874764,158.9074365082997,160.7290771287002,47644200,158.26048278808594,158.2847637491397,-0.007591237293202879,0.011191631971624837
2023-04-12,158.5015869140625,160.4420100503803,158.18477450444897,159.61040013481554,50133100,158.632234954834,158.30541357437045,-0.004352929471500677,0.011021700962004444
2023-04-13,163.9070281982422,164.1446374499689,159.8083630212289,160.01627300479524,68445600,159.25446014404298,158.83890068140585,0.03410338905382981,0.01309807932225946
2023-04-14,163.56053161621094,164.6594498569072,162.18441013519882,162.9467114928456,49386500,159.71778717041016,159.28857981805393,-0.002113982456030894,0.012692677882867159
2023-04-17,163.580322265625,163.73872843453088,162.39230621171848,163.4417206444433,41516200,160.22417984008788,159.69731719401307,0.00012099893060080191,0.01255782852280506
2023-04-18,164.80796813964844,165.73858561594125,163.99614775175192,164.44166704612937,49923000,160.67315292358398,160.18404585550215,0.007504850565277499,0.012273068283036396
2023-04-19,165.95639038085938,166.48109766330478,163.8872454167369,164.14465925023921,47720200,161.08648529052735,160.73379295315522,0.006968244643595245,0.01212916226942765
2023-04-20,164.98617553710938,166.19399637675156,163.9070616233715,164.431768943132,52456400,161.52308349609376,161.13878177067468,-0.0058462035810938895,0.011984358557783797
2023-04-21,163.3724365234375,164.78815208279067,162.8477292777316,163.40213579346278,58337300,161.82454376220704,161.35151079474733,-0.009781055948587025,0.012259075758913085
2023-04-24,163.67933654785156,163.94664508043508,162.25371118266517,163.35262947612597,41949600,162.07600784301758,161.57320848551916,0.0018785300075392364,0.012167677709743956
2023-04-25,162.13491821289062,164.64955210777222,162.09530911482935,163.5407390651718,48714100,162.34776763916017,161.62670465003072,-0.009435634133997284,0.012011330554289107
2023-04-26,162.125,163.6298284131595,161.1745931859106,161.43199188421733,45498800,162.65021743774415,161.67416135002782,-6.117259008697751e-05,0.011944288962756495
2023-04-27,166.7285919189453,166.87708827078586,163.54073931024718,163.54073931024718,64902300,163.02840423583984,162.1555356899247,0.028395324095267904,0.012747899953734461
2023-04-28,167.9859161376953,168.1542321598927,166.2038993325892,166.80780972743617,55209200,163.3907501220703,162.7108100182838,0.007541143389258931,0.012685937772045304
2023-05-01,167.8968048095703,168.74821914844807,166.95629265889536,167.5899022757501,52472900,163.62290878295897,163.20471428412063,-0.0005304690427259118,0.012298993842796745
2023-05-02,166.85731506347656,168.6492569821299,165.86729891472663,168.39184311532847,48425700,163.74022750854493,163.55258102501168,-0.006191241979099926,0.01232107636455853
2023-05-03,165.77818298339844,169.21353985292495,165.4910849784499,167.80771888799373,65136000,163.8303192138672,163.7645431162866,-0.006467394490122236,0.012397233372486015
2023-05-04,164.13473510742188,165.3722550253471,162.66951575440282,163.24372680909343,81235400,163.9308059692383,163.7997994963947,-0.009913535342229829,0.012331270483551903
2023-05-05,171.83706665039062,172.55977402605672,169.055109287866,169.27291399392053,113316400,164.37185668945312,164.56525351106097,0.04692688319707461,0.01608901549076023
2023-05-08,171.76776123046875,172.1142728432519,170.39163971305302,170.75794076749395,55962800,164.93963088989258,165.25120662719505,-0.00040332054819625096,0.015500899457893434
2023-05-09,170.05503845214844,171.80735575023974,169.8867375588741,171.32225761857964,45326900,165.48265533447267,165.70871442004776,-0.00997115387690406,0.015599648805503222
2023-05-10,171.82717895507812,172.29248769554175,170.1837487273319,171.29257694818676,53724500,166.14893493652343,166.2914253281459,0.01042098204828168,0.015562025563365483
2023-05-11,172.0152587890625,172.8468685009711,170.45103188917147,172.11426641943214,49514700,166.55434646606446,166.83655232442368,0.0010945872191356898,0.013878203969154087
2023-05-12,171.0833740234375,172.5605284867848,169.52689179090092,172.1243165202818,45497800,166.93048858642578,167.24101153385357,-0.005417454080441475,0.013955536562755038
2023-05-15,170.58766174316406,171.71784028672823,169.99282456135643,171.6682680003546,37266700,167.28085556030274,167.55974012521648,-0.002897489502431294,0.013997076225979855
2023-05-16,170.58766174316406,171.6484360603376,170.31998349861684,170.50834911043384,42110300,167.56984024047853,167.84811361264008,0.0,0.013947623568649146
2023-05-17,171.20233154296875,171.4402543357864,168.9518826544196,170.23077817517168,57951600,167.83213729858397,168.16756293933807,0.0036032488723019007,0.013902417103387965
2023-05-18,173.5419921875,173.73035780662187,171.09326939359272,171.50964938607018,65496700,168.25992813110352,168.67941334392492,0.013666055966907509,0.014032914491636427
2023-05-19,173.65106201171875,174.8704617599002,173.43295602393476,174.8704617599002,55772400,168.77385940551758,169.15290369323864,0.0006284924060391273,0.013738600847350676
2023-05-22,172.69931030273438,173.20492646986477,171.95577135327312,172.48120433403864,43570900,169.22485809326173,169.4906567036668,-0.005480828610884947,0.01387216473764294
2023-05-23,170.08206176757812,171.88639029719062,169.80447509030535,171.6385439691014,50747300,169.6222152709961,169.5469809954679,-0.015154944918820634,0.014192388555643861
2023-05-24,170.35963439941406,170.93463964845503,169.05101376120967,169.61609547644804,45143500,170.0339469909668,169.6243765577485,0.0016319923979710715,0.014181419276042197
2023-05-25,171.49974060058594,172.4018896852921,170.21093674442764,170.92473533776644,56058300,170.27250442504882,169.80298265706634,0.00669234942415331,0.012871452241356078
2023-05-26,173.91873168945312,174.25581421879875,171.61872545109665,171.826923039006,54835000,170.56914520263672,170.19495875538888,0.014104925642429267,0.013115261757326477
2023-05-30,175.77261352539062,177.44805707235744,175.04890650518007,175.4355461600694,55964400,170.96293563842772,170.72616397157952,0.010659471915007712,0.013247855442671074
2023-05-31,175.72305297851562,177.80496826079084,175.23726871202743,175.80236562165695,99625300,171.40622253417968,171.2020581627163,-0.00028195829760391256,0.013111911134317497
2023-06-01,178.53857421875,178.56831456742498,175.4057930547119,176.16916396782793,68901800,172.04424209594725,171.90077397757665,0.016022492168848324,0.013250496261648505
2023-06-02,179.3911895751953,180.21404129298273,177.71574578706654,179.47050222445276,61945900,172.80706481933595,172.61414689163556,0.0047755246180059,0.012851666283616253
2023-06-05,178.03297424316406,183.35670847100744,176.50623240767692,181.05670243794387,121946500,173.11686019897462,173.13022568701922,-0.0075712488180024184,0.008393893799502485
2023-06-06,177.66616821289062,178.56831734898336,175.90148844243106,178.41961560329207,64848400,173.4117805480957,173.5622202132927,-0.0020603263627582136,0.008424969135493919
2023-06-07,176.2881317138672,179.64892709288569,175.7924390908418,176.90278572567038,61944600,173.72343521118165,173.82183083239502,-0.007756324757182798,0.008276409208350356
2023-06-08,179.0144500732422,179.28211321134853,175.93124119908015,176.36743802214428,50214900,174.08279876708986,174.31636599819,0.015465127078435836,0.00862151367039329
2023-06-09,179.40109252929688,180.6601409825454,179.0739335613958,179.93643394119178,48870700,174.45209045410155,174.80062566781922,0.0021598393643444957,0.008618355206736778
2023-06-12,182.2067108154297,182.30585540353945,179.41101193334958,179.7084305703386,54274900,175.00825729370118,175.5059671104488,0.015638802677161223,0.00892719802141763
2023-06-13,181.73086547851562,182.56362563080822,180.868364972737,181.22526434191118,54929100,175.56541748046874,176.09881457407423,-0.0026115686671720484,0.008917155896542586
2023-06-14,182.36532592773438,182.8015378873281,180.45195952819037,181.79032062893717,57462900,176.15430068969727,176.69562517918473,0.0034912090884955393,0.00888519559540489
2023-06-15,184.4075927734375,184.91320900884034,182.19680756750913,182.3752648056927,65433200,176.8145637512207,177.43009828339927,0.01119876728382252,0.009055876369841833
2023-06-16,183.3269805908203,185.37915556544473,182.68258615200966,185.12138568804832,101235600,177.3038131713867,177.9917061222013,-0.0058599115490045595,0.008984060375495116
2023-06-20,183.41619873046875,184.4968202621219,182.82137659501507,182.82137659501507,49799100,177.7920700073242,178.50832446584582,0.0004866612615388455,0.008985907653516988
2023-06-21,182.37525939941406,183.8127651610623,181.01705115534045,183.30714894064778,49515700,178.2758674621582,178.87660398332852,-0.005675285706822186,0.008995413731644463
2023-06-22,185.38905334472656,185.43862563579464,182.0877384404729,182.15714267343606,51245300,179.0412170410156,179.49683725584262,0.016525234591782567,0.008445782862376102
2023-06-23,185.07180786132812,185.94423180057566,183.41619616013958,183.95155271461957,53079300,179.77682571411134,180.02778683731742,-0.0017112417247663325,0.008535060509392066
2023-06-26,183.67396545410156,186.43001547826037,183.63430156934749,185.22052415803645,48088700,180.38553695678712,180.37504194367781,-0.007552973212829661,0.0089013128101328
2023-06-27,186.43994140625,186.7671004131867,184.0705308354124,184.28863684003687,50730800,181.01159744262696,180.95265141630375,0.01505916173427213,0.008963642990354905
2023-06-28,187.6196746826172,188.26406909954764,185.9838949305078,186.31103877905792,51216800,181.60395050048828,181.5876060130955,0.0063276852989164745,0.008833442630835048
2023-06-29,187.9567413330078,188.43261718372244,187.31234691859044,187.45114025988062,46347300,182.21563491821288,182.1941903292776,0.001796542132166179,0.008801207864324917
2023-06-30,192.29901123046875,192.8046122965116,189.61235036422667,189.9791732182635,85069600,182.90365676879884,183.15655422462913,0.023102496173668108,0.009453525545905273
2023-07-03,190.80203247070312,192.20979786240994,190.1080506189076,192.11065327577057,31458200,183.4741989135742,183.88469500996953,-0.007784640961941869,0.009793684052368527
2023-07-05,189.6817626953125,191.31754248795588,188.97787243386384,189.91970062749374,46920300,184.05663833618163,184.43679669428792,-0.005871372337517666,0.009702849927860347
2023-07-06,190.15762329101562,190.365820872437,187.57010689891024,188.204592923582,45094300,184.68121109008788,184.98163732254773,0.0025087314085514567,0.009625502187765426
2023-07-07,189.03736877441406,191.01023124936708,188.60117188700468,189.76109103858747,46778000,185.31867294311525,185.36789746082073,-0.005891189094676119,0.009519701121063356
2023-07-10,186.98519897460938,188.35331565327752,185.42871665150543,187.62959342704087,59922200,185.7172103881836,185.52192617641964,-0.010855894858828763,0.009603366360425263
2023-07-11,186.4597625732422,187.66925393721883,184.99251645839882,187.53046059023825,46638100,186.07014389038085,185.61124392849797,-0.002810042742680041,0.009669189456635587
2023-07-12,188.1352081298828,190.04857465553215,186.84640410814296,188.04597194874682,60750200,186.3665687561035,185.851621471487,0.008985560924880565,0.009281032956371112
2023-07-13,188.89857482910156,189.54298444064506,188.14512734155142,188.85892606758472,41342300,186.7249542236328,186.1418075055455,0.004057543012851328,0.009239845276786148
2023-07-14,189.04727172851562,189.53304086059518,187.99640569502964,188.59122781892412,41573900,187.05905151367188,186.41851838392358,0.000787178513911968,0.009236295186722617
2023-07-17,192.31884765625,192.64600663390738,190.15761974766676,190.24684079775338,50520200,187.4546142578125,186.98045450509753,0.01730559715472957,0.009653451186982904
2023-07-18,192.0610809326172,192.65591819761897,190.76236853561463,191.6843647836334,48353800,187.89131927490234,187.46432368867085,-0.0013403092144850248,0.009507966801356517
2023-07-19,193.4192657470703,196.52229125160747,190.99035981508428,191.43649527350667,80507300,188.39147262573243,188.03146102756602,0.007071629545444713,0.009553133761947627
2023-07-20,191.4662322998047,194.77745530266796,190.84165477071602,193.4093388588882,59581200,188.84602127075195,188.35858210111257,-0.010097409064821705,0.009805075632332419
2023-07-21,190.28651428222656,193.29041080540085,189.5826239989074,192.42791035637276,71917800,189.09089431762695,188.5421946897901,-0.0061614938749663395,0.009398630779341935
2023-07-24,191.0895233154297,193.230919269526,190.5938306479448,191.7438412670713,45377800,189.39178009033202,188.7847974160415,0.004219999700095123,0.009390649938289525
2023-07-25,191.9520263671875,192.7649696142135,191.25805964859208,191.66453127210508,37283200,189.80568313598633,189.0864382685316,0.00451360721819416,0.009153371608698613
2023-07-26,192.82444763183594,193.95462630849192,191.6546201978147,192.0015959886147,47471900,190.12490844726562,189.44243916027486,0.004544996378311517,0.008667800260868429
2023-07-27,191.55548095703125,195.50119046422063,190.89125457942112,194.33136299756583,47460200,190.32169876098632,189.64368123615643,-0.006580942875187401,0.008786471707668955
2023-07-28,194.14300537109375,194.93611671931453,192.46756161890426,192.99299467254062,48291400,190.63101196289062,190.07218829662665,0.013507963338532214,0.009216801059669958
2023-07-31,194.7576446533203,194.7973085377491,193.57789369266726,194.37100498050742,38824100,190.7539436340332,190.51842223535937,0.0031659100004746143,0.007734668038314174
2023-08-01,193.9248809814453,195.0352276872512,193.59772201405482,194.54945856713078,35175100,190.91008605957032,190.84284687784373,-0.004275897222711711,0.007571017439010289
2023-08-02,190.92100524902344,193.49859825449514,190.19729813092133,193.3598049013339,50389300,190.97204818725587,190.8502905322418,-0.015489893391809173,0.008290983270660008
2023-08-03,189.52313232421875,190.71279169853844,189.04727159995883,189.91969553388512,61235200,190.94032363891603,190.7238945124301,-0.007321734572795724,0.008446718428184383
2023-08-04,180.42221069335938,185.7657766923876,180.3528064633521,183.92179948550063,115799700,190.5095657348633,189.7427817677567,-0.04802010983699001,0.013624378169795287
2023-08-07,177.30926513671875,181.55239296699656,175.8221872019764,180.5610076771683,97576100,190.02576904296876,188.55863732670545,-0.01725367151127144,0.01390945162242815
2023-08-08,178.25108337402344,178.71703568412062,176.05020675575068,178.14203038384454,67823000,189.6153350830078,187.57696552168812,0.005311726020512664,0.014019874142786186
2023-08-09,176.6549530029297,179.3713391045639,175.48511045638642,179.31185840559957,60378500,189.04132232666015,186.53677385323493,-0.008954393661353532,0.013842463986861103
2023-08-10,176.4368438720703,179.1928938087059,176.07003615011226,177.93383023619305,54686900,188.4182357788086,185.57487575979067,-0.001234661848715679,0.013749708423502208
2023-08-11,176.4964141845703,177.32037701982404,175.26544597344693,176.02984778529373,51988100,187.79069290161132,184.71026037167445,0.00033762966505568315,0.01374301506271996
2023-08-14,178.15428161621094,178.38260392804418,176.01991561712387,176.67511718788185,43675600,187.08246459960938,184.0858814425827,0.009393207444469143,0.01322147535351912
2023-08-15,176.1588897705078,178.17411849604412,175.7618061867858,177.5784931204611,43622600,186.2873550415039,183.33092985476603,-0.011200358630738427,0.013311080570310486
2023-08-16,175.28529357910156,177.24094603057796,175.2157956243564,175.84121662599503,46964900,185.38065643310546,182.56467878089322,-0.004959137699745542,0.013042787589406319
2023-08-17,172.73399353027344,176.218449670705,172.21777275650916,175.85114660071363,66062900,184.4440444946289,181.62842304273897,-0.014555128937139172,0.013174998321260307
2023-08-18,173.22042846679688,173.82599075554495,170.70883778094841,171.04636032936088,61114200,183.59074020385742,180.82766165455402,0.0028160926901639183,0.013287612543859679
2023-08-21,174.56060791015625,174.8485063914746,172.47589631953025,173.79622123414413,46311900,182.76429443359376,180.2307993931828,0.007736844061762893,0.013432974843941538
2023-08-22,175.94049072265625,176.38721354501158,174.96762533098521,175.77172944077836,42084200,181.96371765136718,179.82219856741835,0.007904892340946823,0.013572437325039427
2023-08-23,179.8021697998047,180.22904900558675,177.03247644679308,177.2210964343875,52722800,181.31260375976564,179.82029106574086,0.021948779733914625,0.014679219126428873
2023-08-24,175.0966796875,179.78233860000068,174.72936147404116,179.355459364837,54945800,180.48966369628906,179.37042331543222,-0.026170374459573376,0.01553237218094468
2023-08-25,177.31045532226562,177.84651968096887,174.54076169805765,176.08940889849805,51449600,179.64803619384764,179.1742358875116,0.012643161701961558,0.015481114832247397
2023-08-28,178.8789520263672,179.27603559399373,177.25088516267095,178.77967356057698,43820700,178.8541015625,179.14611361502168,0.008846047466579465,0.01567823768179213
2023-08-29,182.78036499023438,183.55468861261488,178.19398428109324,178.3925260808221,53003900,178.29687576293946,179.49223279361337,0.021810352306246283,0.016715770731043144
2023-08-30,186.28465270996094,186.48320962835405,183.39583737964136,183.59437915026834,60813900,178.06505813598633,180.13912992850362,0.01917212343849828,0.017124950329518985
2023-08-31,186.5030517578125,187.7439567493299,186.1158900063697,186.47327124983738,60794500,177.914054107666,180.74521772177116,0.0011723942078663008,0.01706743188189006
2023-09-01,188.08152770996094,188.53817234491697,186.91010531378714,188.11130822320726,45732600,178.2970199584961,181.44391391112256,0.008463539536061937,0.013009499659161114
2023-09-05,188.31976318359375,188.59772472633045,186.24497340110617,186.91009674606673,45280000,178.84754486083983,182.09875669897696,0.0012666606685596271,0.01218799667796402
2023-09-06,181.57916259765625,187.47594597496703,180.14963751857883,187.02920802693,81755800,179.0139488220215,182.0492715464702,-0.03579337862360232,0.014946729222598622
2023-09-07,176.26806640625,176.91334607803304,172.27731178924952,173.90537850075847,112488800,178.9946044921875,181.49868058073497,-0.029249480587013155,0.016289072482676997
2023-09-08,176.88357543945312,178.9285998393183,176.4964136407334,177.05235186894313,65551300,179.01694107055664,181.05914675775574,0.0034918918993787074,0.016304230343589236
2023-09-11,178.0549774169922,178.98814040153138,176.0496706936909,178.7598181226865,58953100,179.09486923217773,180.77303539196873,0.0066224462877846335,0.016366378323159
2023-09-12,175.01727294921875,178.81940831086655,173.54804542949864,178.18406545251986,90370200,178.93801879882812,180.22486754027824,-0.01706048610289257,0.016681536137656237
2023-09-13,172.94244384765625,176.0099571796133,172.71410643559972,175.2256967861003,84267900,178.77719650268554,179.53130337907615,-0.011854996176088872,0.016703738521772232
2023-09-14,174.46133422851562,174.81871550108795,172.3170465930817,172.73398888645488,60895800,178.73599853515626,179.04844917426087,0.00878263511875299,0.016805423243138204
2023-09-15,173.73660278320312,175.2157668346055,172.5552740765424,175.19590811540314,109205100,178.78612899780273,178.54255904177916,-0.0041541092673476054,0.016492589993959087
2023-09-18,176.67510986328125,178.07485448429676,174.8882034479176,175.19594549627539,67257600,178.95886306762696,178.36470673906507,0.016913575107399437,0.016896701291634092
2023-09-19,177.76710510253906,178.32302815377042,175.84121799808253,176.22837977645918,51826900,179.1191879272461,178.30779229749118,0.006180809736599846,0.01686821096208664
2023-09-20,174.21315002441406,178.3925098170354,174.1237933470795,177.95570880879336,58436200,179.03282089233397,177.91782636672193,-0.019992197522005095,0.017415796272579134
2023-09-21,172.66448974609375,175.01725608596104,172.59500693822505,173.27998896827123,63047900,178.67593688964843,177.41750859332876,-0.00888945684125042,0.01668776360047619
2023-09-22,173.51821899414062,175.7915654067452,172.7836129384518,173.39909696300535,56725400,178.59701385498047,177.04614767912037,0.004944440222203861,0.01572780044107317
